marital,hlthmntl,degree,satfin,neisafe,relpersn,race_is_white,race_is_black,race_is_other
0,2.0,2.0,3.0,1.0,1.0,True,False,False
1,2.0,3.0,2.0,1.0,3.0,True,False,False
1,1.0,3.0,1.0,1.0,3.0,True,False,False
0,3.0,1.0,2.0,2.0,2.0,True,False,False
1,3.0,1.0,1.0,2.0,3.0,True,False,False
1,1.0,3.0,2.0,2.0,2.0,False,True,False
0,4.0,1.0,3.0,2.0,1.0,False,True,False
1,4.0,3.0,3.0,1.0,4.0,True,False,False
1,1.0,3.0,2.0,1.0,2.0,True,False,False
0,3.0,4.0,2.0,1.0,2.0,True,False,False
1,2.0,1.0,2.0,1.0,2.0,True,False,False
0,2.0,2.0,2.0,1.0,2.0,False,False,True
1,3.0,2.0,3.0,1.0,2.0,True,False,False
0,1.0,1.0,2.0,1.0,2.0,True,False,False
1,2.0,3.0,2.0,1.0,2.0,True,False,False
0,2.0,0.0,2.0,1.0,2.0,False,True,False
0,1.0,1.0,1.0,1.0,3.0,True,False,False
1,2.0,1.0,3.0,1.0,3.0,True,False,False
1,3.0,0.0,3.0,1.0,3.0,True,False,False
1,3.0,3.0,2.0,1.0,2.0,True,False,False
1,2.0,4.0,1.0,1.0,1.0,True,False,False
0,2.0,4.0,3.0,1.0,4.0,True,False,False
1,3.0,4.0,2.0,1.0,2.0,True,False,False
0,3.0,1.0,2.0,1.0,2.0,True,False,False
1,1.0,4.0,1.0,1.0,2.0,False,False,True
1,2.0,4.0,3.0,1.0,2.0,True,False,False
1,2.0,4.0,1.0,1.0,3.0,True,False,False
0,2.0,1.0,2.0,1.0,2.0,True,False,False
1,2.0,4.0,2.0,1.0,2.0,False,False,True
1,1.0,3.0,1.0,1.0,4.0,True,False,False
1,2.0,3.0,3.0,1.0,2.0,True,False,False
0,3.0,1.0,3.0,2.0,2.0,False,True,False
0,3.0,0.0,2.0,2.0,1.0,True,False,False
1,3.0,1.0,3.0,3.0,2.0,False,True,False
1,4.0,0.0,3.0,3.0,3.0,False,True,False
0,2.0,3.0,2.0,1.0,1.0,False,True,False
0,2.0,0.0,2.0,1.0,4.0,False,True,False
1,3.0,1.0,2.0,1.0,3.0,True,False,False
0,1.0,4.0,2.0,2.0,1.0,False,True,False
1,1.0,3.0,3.0,2.0,2.0,False,True,False
0,1.0,1.0,1.0,2.0,3.0,True,False,False
1,3.0,2.0,2.0,1.0,2.0,False,True,False
1,3.0,3.0,2.0,1.0,4.0,False,False,True
1,2.0,4.0,1.0,1.0,4.0,True,False,False
0,2.0,1.0,3.0,1.0,4.0,True,False,False
0,3.0,2.0,2.0,1.0,2.0,False,True,False
1,1.0,3.0,1.0,1.0,2.0,True,False,False
1,2.0,3.0,2.0,2.0,4.0,False,True,False
1,3.0,1.0,3.0,2.0,4.0,False,True,False
1,2.0,1.0,2.0,3.0,2.0,True,False,False
0,2.0,3.0,2.0,1.0,4.0,False,True,False
0,2.0,1.0,3.0,1.0,4.0,False,False,True
1,2.0,1.0,2.0,1.0,4.0,True,False,False
1,2.0,4.0,1.0,1.0,3.0,True,False,False
0,2.0,4.0,3.0,1.0,2.0,False,False,True
0,3.0,4.0,2.0,1.0,4.0,True,False,False
1,1.0,4.0,2.0,1.0,1.0,True,False,False
0,1.0,4.0,1.0,2.0,3.0,False,False,True
0,3.0,3.0,2.0,2.0,2.0,False,True,False
0,4.0,1.0,1.0,2.0,3.0,False,True,False
1,3.0,1.0,1.0,2.0,3.0,False,True,False
1,3.0,1.0,2.0,2.0,3.0,False,False,True
1,1.0,4.0,1.0,1.0,4.0,False,False,True
1,3.0,1.0,1.0,1.0,1.0,True,False,False
0,2.0,4.0,1.0,1.0,4.0,True,False,False
0,2.0,1.0,2.0,1.0,1.0,True,False,False
0,2.0,1.0,1.0,1.0,4.0,True,False,False
0,3.0,1.0,3.0,1.0,4.0,True,False,False
1,1.0,3.0,2.0,1.0,2.0,True,False,False
1,2.0,2.0,3.0,1.0,2.0,True,False,False
1,1.0,1.0,2.0,1.0,2.0,True,False,False
0,1.0,2.0,2.0,1.0,4.0,True,False,False
1,2.0,3.0,1.0,1.0,2.0,True,False,False
1,2.0,3.0,1.0,1.0,4.0,True,False,False
1,2.0,0.0,2.0,1.0,4.0,False,True,False
1,3.0,2.0,2.0,1.0,3.0,True,False,False
1,2.0,1.0,3.0,1.0,2.0,True,False,False
0,3.0,1.0,2.0,1.0,2.0,True,False,False
1,2.0,1.0,2.0,1.0,2.0,True,False,False
1,1.0,1.0,2.0,1.0,2.0,True,False,False
1,3.0,3.0,2.0,1.0,2.0,True,False,False
0,3.0,3.0,2.0,2.0,3.0,True,False,False
0,3.0,4.0,2.0,1.0,4.0,False,False,True
1,1.0,4.0,2.0,1.0,3.0,True,False,False
0,1.0,3.0,2.0,2.0,2.0,True,False,False
1,2.0,4.0,2.0,1.0,2.0,True,False,False
0,3.0,4.0,2.0,1.0,4.0,True,False,False
1,1.0,1.0,2.0,1.0,2.0,True,False,False
1,1.0,4.0,1.0,1.0,4.0,True,False,False
1,3.0,3.0,2.0,1.0,4.0,True,False,False
1,2.0,1.0,3.0,1.0,2.0,True,False,False
1,1.0,1.0,2.0,1.0,2.0,True,False,False
0,3.0,1.0,2.0,1.0,2.0,False,False,True
0,2.0,1.0,2.0,2.0,4.0,False,False,True
1,4.0,3.0,3.0,1.0,4.0,False,False,True
1,2.0,0.0,2.0,2.0,2.0,True,False,False
0,3.0,1.0,1.0,1.0,4.0,True,False,False
1,2.0,1.0,3.0,2.0,2.0,True,False,False
0,3.0,1.0,3.0,3.0,2.0,False,True,False
0,3.0,1.0,1.0,3.0,2.0,False,True,False
0,2.0,1.0,3.0,3.0,3.0,False,True,False
0,2.0,3.0,2.0,3.0,2.0,False,True,False
0,2.0,1.0,2.0,1.0,4.0,True,False,False
0,2.0,4.0,2.0,2.0,2.0,False,True,False
0,3.0,1.0,1.0,2.0,4.0,False,True,False
0,5.0,0.0,2.0,2.0,2.0,False,False,True
1,3.0,0.0,2.0,3.0,4.0,False,False,True
0,1.0,1.0,3.0,3.0,2.0,False,False,True
1,2.0,0.0,2.0,3.0,2.0,False,False,True
0,2.0,0.0,2.0,1.0,3.0,False,False,True
0,2.0,1.0,2.0,2.0,4.0,True,False,False
1,1.0,1.0,2.0,2.0,3.0,False,False,True
1,2.0,1.0,2.0,2.0,2.0,False,False,True
1,3.0,0.0,3.0,2.0,3.0,True,False,False
0,3.0,1.0,2.0,2.0,4.0,True,False,False
0,3.0,0.0,2.0,2.0,2.0,True,False,False
0,2.0,2.0,3.0,2.0,4.0,True,False,False
1,3.0,1.0,3.0,1.0,3.0,True,False,False
0,3.0,1.0,3.0,2.0,4.0,True,False,False
1,3.0,1.0,3.0,2.0,2.0,False,False,True
0,3.0,3.0,2.0,1.0,3.0,True,False,False
1,3.0,4.0,1.0,1.0,4.0,True,False,False
1,3.0,3.0,2.0,1.0,2.0,False,False,True
1,2.0,4.0,1.0,1.0,4.0,True,False,False
0,1.0,3.0,1.0,1.0,4.0,False,False,True
0,2.0,1.0,1.0,1.0,1.0,True,False,False
0,3.0,4.0,3.0,1.0,4.0,True,False,False
0,1.0,4.0,1.0,1.0,2.0,True,False,False
0,2.0,1.0,1.0,1.0,4.0,True,False,False
1,3.0,3.0,3.0,2.0,3.0,False,False,True
0,3.0,1.0,1.0,2.0,4.0,True,False,False
0,3.0,1.0,1.0,2.0,4.0,False,False,True
1,3.0,3.0,2.0,1.0,2.0,False,False,True
1,1.0,0.0,3.0,3.0,3.0,True,False,False
0,2.0,3.0,1.0,1.0,1.0,True,False,False
1,3.0,1.0,2.0,2.0,2.0,True,False,False
1,2.0,3.0,2.0,1.0,3.0,True,False,False
1,2.0,1.0,1.0,1.0,4.0,True,False,False
0,4.0,3.0,2.0,1.0,3.0,False,False,True
0,2.0,1.0,1.0,1.0,3.0,True,False,False
1,2.0,3.0,1.0,1.0,3.0,True,False,False
1,1.0,1.0,2.0,1.0,1.0,True,False,False
1,3.0,4.0,2.0,1.0,2.0,False,False,True
1,4.0,1.0,2.0,1.0,4.0,True,False,False
1,4.0,1.0,2.0,1.0,2.0,True,False,False
1,2.0,4.0,3.0,1.0,4.0,True,False,False
0,2.0,1.0,2.0,1.0,3.0,False,False,True
1,2.0,1.0,2.0,1.0,3.0,True,False,False
0,1.0,0.0,1.0,2.0,4.0,False,True,False
1,3.0,1.0,2.0,2.0,2.0,True,False,False
1,2.0,2.0,2.0,2.0,2.0,True,False,False
1,4.0,0.0,2.0,2.0,4.0,True,False,False
1,1.0,1.0,1.0,2.0,2.0,True,False,False
1,3.0,4.0,2.0,1.0,2.0,True,False,False
1,3.0,3.0,2.0,1.0,4.0,True,False,False
1,2.0,1.0,2.0,2.0,2.0,True,False,False
0,3.0,1.0,1.0,1.0,2.0,False,True,False
0,4.0,1.0,1.0,2.0,3.0,True,False,False
1,3.0,0.0,2.0,2.0,1.0,False,False,True
0,3.0,3.0,2.0,2.0,3.0,True,False,False
0,1.0,1.0,1.0,2.0,3.0,True,False,False
1,3.0,3.0,1.0,1.0,1.0,False,True,False
1,5.0,1.0,2.0,1.0,3.0,True,False,False
1,4.0,1.0,2.0,1.0,4.0,True,False,False
1,2.0,3.0,1.0,1.0,4.0,True,False,False
1,3.0,4.0,2.0,1.0,2.0,True,False,False
1,3.0,1.0,1.0,1.0,4.0,True,False,False
1,1.0,2.0,2.0,1.0,1.0,True,False,False
1,3.0,1.0,3.0,2.0,2.0,True,False,False
1,3.0,1.0,2.0,3.0,4.0,True,False,False
0,5.0,1.0,3.0,3.0,4.0,True,False,False
0,2.0,1.0,2.0,3.0,2.0,False,False,True
0,3.0,1.0,1.0,2.0,2.0,False,False,True
0,2.0,4.0,2.0,1.0,4.0,True,False,False
1,2.0,1.0,1.0,1.0,3.0,True,False,False
1,1.0,3.0,1.0,1.0,4.0,True,False,False
0,3.0,1.0,2.0,3.0,2.0,False,True,False
0,2.0,1.0,3.0,1.0,4.0,False,False,True
0,3.0,3.0,3.0,1.0,3.0,True,False,False
1,4.0,1.0,2.0,1.0,3.0,False,False,True
1,2.0,3.0,1.0,1.0,2.0,True,False,False
0,2.0,3.0,1.0,1.0,4.0,True,False,False
1,1.0,3.0,2.0,1.0,2.0,True,False,False
1,2.0,3.0,3.0,1.0,2.0,True,False,False
1,3.0,3.0,3.0,1.0,2.0,True,False,False
0,3.0,1.0,2.0,1.0,2.0,True,False,False
0,1.0,3.0,2.0,2.0,3.0,False,True,False
0,3.0,1.0,2.0,2.0,2.0,True,False,False
0,3.0,1.0,1.0,3.0,3.0,False,False,True
1,2.0,3.0,2.0,3.0,1.0,True,False,False
0,1.0,1.0,2.0,3.0,2.0,True,False,False
0,3.0,3.0,1.0,1.0,2.0,True,False,False
1,2.0,3.0,1.0,1.0,4.0,True,False,False
1,1.0,4.0,1.0,1.0,4.0,True,False,False
1,1.0,1.0,1.0,1.0,4.0,True,False,False
1,3.0,3.0,1.0,1.0,2.0,False,True,False
1,2.0,1.0,3.0,1.0,4.0,True,False,False
1,2.0,1.0,3.0,1.0,2.0,True,False,False
1,2.0,1.0,2.0,1.0,3.0,True,False,False
1,3.0,1.0,1.0,1.0,2.0,True,False,False
0,2.0,1.0,3.0,1.0,3.0,True,False,False
1,1.0,4.0,1.0,1.0,2.0,True,False,False
0,2.0,1.0,3.0,1.0,4.0,True,False,False
0,3.0,1.0,2.0,1.0,3.0,True,False,False
1,2.0,3.0,1.0,1.0,4.0,True,False,False
0,2.0,0.0,2.0,1.0,2.0,True,False,False
0,1.0,4.0,3.0,1.0,2.0,False,True,False
0,1.0,4.0,3.0,1.0,1.0,True,False,False
0,1.0,3.0,2.0,1.0,2.0,False,True,False
1,2.0,3.0,1.0,1.0,4.0,False,True,False
1,1.0,1.0,1.0,1.0,1.0,True,False,False
1,2.0,1.0,1.0,1.0,3.0,True,False,False
1,3.0,1.0,2.0,1.0,2.0,True,False,False
0,2.0,3.0,2.0,1.0,2.0,True,False,False
0,2.0,0.0,2.0,1.0,4.0,False,False,True
1,2.0,3.0,1.0,1.0,3.0,True,False,False
0,3.0,3.0,2.0,1.0,3.0,False,False,True
1,2.0,4.0,1.0,1.0,4.0,True,False,False
0,2.0,3.0,2.0,1.0,1.0,False,True,False
1,1.0,4.0,1.0,1.0,1.0,True,False,False
1,3.0,4.0,2.0,1.0,1.0,True,False,False
1,1.0,1.0,3.0,1.0,1.0,False,True,False
1,3.0,1.0,2.0,1.0,1.0,True,False,False
1,2.0,1.0,2.0,1.0,2.0,False,True,False
1,3.0,0.0,3.0,1.0,3.0,False,True,False
0,4.0,0.0,3.0,1.0,3.0,False,True,False
0,3.0,3.0,2.0,1.0,4.0,False,True,False
0,2.0,3.0,2.0,1.0,2.0,False,True,False
0,2.0,2.0,1.0,1.0,2.0,True,False,False
1,1.0,4.0,1.0,1.0,4.0,True,False,False
0,2.0,1.0,2.0,1.0,2.0,True,False,False
1,1.0,4.0,2.0,1.0,2.0,True,False,False
1,2.0,1.0,1.0,1.0,2.0,True,False,False
0,3.0,4.0,2.0,1.0,3.0,True,False,False
1,1.0,4.0,1.0,1.0,1.0,True,False,False
1,2.0,3.0,2.0,1.0,2.0,True,False,False
1,2.0,3.0,1.0,1.0,4.0,True,False,False
1,1.0,3.0,1.0,2.0,1.0,False,True,False
1,1.0,4.0,1.0,1.0,1.0,True,False,False
1,1.0,2.0,2.0,2.0,1.0,False,True,False
0,3.0,1.0,2.0,2.0,2.0,False,True,False
0,2.0,1.0,3.0,2.0,1.0,False,True,False
1,2.0,1.0,3.0,2.0,1.0,False,True,False
1,2.0,4.0,1.0,2.0,3.0,False,True,False
1,2.0,1.0,3.0,2.0,3.0,False,True,False
1,2.0,4.0,1.0,1.0,3.0,True,False,False
1,3.0,4.0,1.0,1.0,4.0,False,False,True
1,1.0,4.0,1.0,1.0,2.0,True,False,False
1,1.0,1.0,2.0,1.0,2.0,False,False,True
0,4.0,0.0,3.0,1.0,2.0,False,True,False
1,2.0,4.0,2.0,1.0,2.0,False,True,False
0,2.0,2.0,2.0,1.0,4.0,True,False,False
1,3.0,1.0,1.0,1.0,1.0,True,False,False
1,1.0,1.0,2.0,1.0,2.0,True,False,False
1,4.0,1.0,2.0,1.0,1.0,True,False,False
0,3.0,3.0,2.0,1.0,4.0,True,False,False
1,2.0,4.0,1.0,1.0,4.0,True,False,False
0,2.0,3.0,1.0,1.0,3.0,True,False,False
1,2.0,3.0,2.0,1.0,4.0,True,False,False
0,3.0,3.0,2.0,1.0,3.0,True,False,False
1,3.0,2.0,2.0,1.0,2.0,True,False,False
1,4.0,2.0,1.0,1.0,4.0,True,False,False
0,2.0,1.0,2.0,1.0,3.0,True,False,False
1,3.0,3.0,2.0,1.0,4.0,True,False,False
1,2.0,1.0,1.0,1.0,4.0,True,False,False
1,2.0,3.0,2.0,1.0,4.0,False,False,True
1,1.0,4.0,2.0,1.0,2.0,True,False,False
0,3.0,3.0,3.0,1.0,4.0,True,False,False
0,4.0,3.0,2.0,1.0,3.0,True,False,False
0,4.0,4.0,2.0,1.0,3.0,True,False,False
1,1.0,2.0,2.0,2.0,1.0,False,True,False
0,2.0,4.0,2.0,2.0,3.0,True,False,False
0,3.0,0.0,2.0,1.0,3.0,False,True,False
0,3.0,4.0,1.0,1.0,4.0,False,False,True
1,4.0,0.0,1.0,1.0,4.0,True,False,False
1,1.0,1.0,1.0,1.0,2.0,True,False,False
0,4.0,1.0,3.0,1.0,2.0,True,False,False
1,1.0,4.0,1.0,1.0,3.0,True,False,False
1,1.0,3.0,1.0,1.0,2.0,True,False,False
0,2.0,3.0,2.0,1.0,3.0,True,False,False
0,3.0,1.0,2.0,2.0,1.0,False,False,True
0,1.0,1.0,1.0,2.0,2.0,True,False,False
1,1.0,0.0,2.0,2.0,2.0,True,False,False
0,3.0,1.0,2.0,2.0,3.0,True,False,False
1,2.0,1.0,1.0,2.0,3.0,True,False,False
0,1.0,1.0,3.0,2.0,2.0,True,False,False
1,1.0,1.0,3.0,1.0,2.0,False,False,True
1,2.0,1.0,2.0,1.0,2.0,True,False,False
1,1.0,1.0,1.0,1.0,1.0,True,False,False
1,2.0,1.0,1.0,1.0,4.0,True,False,False
1,2.0,2.0,1.0,1.0,2.0,True,False,False
1,2.0,3.0,1.0,1.0,4.0,True,False,False
1,3.0,2.0,2.0,1.0,1.0,False,False,True
1,3.0,2.0,3.0,2.0,3.0,True,False,False
1,1.0,2.0,1.0,1.0,3.0,True,False,False
0,3.0,1.0,3.0,1.0,3.0,False,False,True
1,3.0,1.0,2.0,1.0,4.0,True,False,False
1,1.0,4.0,2.0,1.0,2.0,True,False,False
1,1.0,4.0,2.0,1.0,1.0,True,False,False
1,3.0,4.0,1.0,1.0,4.0,False,False,True
1,3.0,1.0,1.0,2.0,2.0,False,False,True
1,1.0,3.0,1.0,1.0,1.0,True,False,False
1,2.0,3.0,3.0,2.0,2.0,False,False,True
1,1.0,3.0,2.0,1.0,4.0,False,False,True
1,2.0,3.0,2.0,1.0,1.0,True,False,False
1,2.0,4.0,1.0,1.0,3.0,True,False,False
0,3.0,1.0,3.0,1.0,3.0,False,True,False
1,3.0,4.0,3.0,2.0,3.0,False,False,True
1,4.0,3.0,2.0,2.0,3.0,True,False,False
0,4.0,3.0,3.0,2.0,4.0,False,False,True
1,2.0,1.0,2.0,2.0,3.0,False,False,True
1,2.0,1.0,3.0,2.0,3.0,False,True,False
0,1.0,1.0,1.0,2.0,1.0,False,False,True
0,4.0,1.0,2.0,2.0,2.0,False,False,True
0,3.0,3.0,2.0,2.0,4.0,False,True,False
0,3.0,0.0,3.0,3.0,3.0,False,True,False
1,2.0,3.0,2.0,3.0,4.0,True,False,False
0,1.0,3.0,2.0,2.0,3.0,True,False,False
0,1.0,1.0,2.0,2.0,3.0,False,False,True
1,2.0,1.0,3.0,2.0,2.0,False,False,True
1,2.0,2.0,1.0,2.0,2.0,True,False,False
1,1.0,3.0,2.0,2.0,4.0,True,False,False
0,3.0,3.0,2.0,2.0,3.0,False,False,True
1,1.0,2.0,2.0,2.0,4.0,True,False,False
0,2.0,3.0,2.0,2.0,4.0,True,False,False
1,2.0,3.0,1.0,1.0,1.0,True,False,False
0,3.0,1.0,2.0,1.0,2.0,True,False,False
1,3.0,2.0,3.0,1.0,4.0,False,False,True
1,3.0,1.0,1.0,1.0,3.0,True,False,False
1,2.0,3.0,1.0,1.0,3.0,True,False,False
1,3.0,4.0,1.0,1.0,2.0,True,False,False
1,1.0,4.0,2.0,1.0,2.0,True,False,False
0,3.0,0.0,2.0,1.0,4.0,False,False,True
1,2.0,1.0,1.0,1.0,1.0,True,False,False
1,4.0,4.0,2.0,1.0,4.0,True,False,False
1,4.0,3.0,1.0,1.0,1.0,False,False,True
1,1.0,1.0,2.0,1.0,2.0,True,False,False
0,4.0,1.0,2.0,1.0,4.0,True,False,False
0,2.0,4.0,1.0,1.0,1.0,False,False,True
1,2.0,1.0,2.0,1.0,4.0,False,True,False
1,4.0,1.0,3.0,1.0,4.0,True,False,False
0,4.0,1.0,2.0,1.0,4.0,True,False,False
0,4.0,3.0,2.0,1.0,2.0,False,True,False
1,4.0,0.0,2.0,1.0,3.0,True,False,False
0,2.0,1.0,2.0,1.0,2.0,True,False,False
1,1.0,3.0,1.0,1.0,2.0,True,False,False
1,1.0,4.0,1.0,1.0,3.0,True,False,False
1,1.0,4.0,1.0,1.0,2.0,True,False,False
0,2.0,3.0,1.0,1.0,2.0,True,False,False
0,2.0,0.0,1.0,2.0,4.0,False,True,False
0,1.0,1.0,1.0,2.0,2.0,False,True,False
1,2.0,0.0,1.0,2.0,3.0,True,False,False
1,2.0,3.0,2.0,1.0,1.0,False,True,False
1,1.0,1.0,1.0,1.0,4.0,True,False,False
1,1.0,3.0,1.0,1.0,3.0,False,True,False
1,2.0,3.0,2.0,1.0,2.0,True,False,False
1,1.0,1.0,1.0,1.0,4.0,True,False,False
1,2.0,1.0,1.0,1.0,4.0,False,False,True
1,3.0,1.0,2.0,1.0,3.0,True,False,False
1,2.0,4.0,2.0,1.0,1.0,True,False,False
1,3.0,3.0,1.0,1.0,3.0,False,False,True
1,2.0,4.0,2.0,1.0,4.0,True,False,False
1,1.0,3.0,2.0,1.0,4.0,False,True,False
1,2.0,3.0,1.0,1.0,3.0,True,False,False
1,2.0,3.0,3.0,1.0,2.0,True,False,False
1,1.0,3.0,1.0,1.0,2.0,True,False,False
1,2.0,3.0,1.0,1.0,3.0,True,False,False
1,1.0,1.0,1.0,1.0,3.0,True,False,False
1,2.0,3.0,1.0,1.0,2.0,True,False,False
1,2.0,3.0,2.0,1.0,3.0,True,False,False
1,2.0,1.0,1.0,1.0,3.0,True,False,False
1,2.0,3.0,1.0,1.0,1.0,True,False,False
1,2.0,1.0,1.0,1.0,1.0,True,False,False
1,2.0,1.0,1.0,1.0,1.0,True,False,False
0,3.0,1.0,3.0,3.0,2.0,True,False,False
1,2.0,1.0,1.0,1.0,4.0,True,False,False
0,3.0,1.0,3.0,1.0,2.0,True,False,False
1,2.0,1.0,2.0,1.0,1.0,True,False,False
1,3.0,1.0,2.0,1.0,4.0,True,False,False
0,1.0,1.0,1.0,2.0,2.0,False,True,False
0,1.0,1.0,1.0,1.0,2.0,False,True,False
1,1.0,4.0,1.0,1.0,2.0,True,False,False
1,1.0,1.0,1.0,1.0,2.0,True,False,False
1,1.0,1.0,3.0,2.0,1.0,True,False,False
1,1.0,3.0,2.0,1.0,2.0,True,False,False
1,3.0,1.0,3.0,2.0,2.0,True,False,False
1,3.0,1.0,2.0,2.0,2.0,True,False,False
1,1.0,3.0,1.0,1.0,2.0,True,False,False
0,2.0,3.0,2.0,2.0,2.0,False,True,False
1,3.0,1.0,1.0,2.0,4.0,False,False,True
1,4.0,1.0,3.0,1.0,2.0,True,False,False
1,5.0,1.0,3.0,1.0,2.0,True,False,False
0,4.0,0.0,2.0,1.0,2.0,False,True,False
1,1.0,3.0,2.0,1.0,1.0,True,False,False
1,2.0,3.0,2.0,1.0,2.0,True,False,False
0,2.0,1.0,1.0,1.0,2.0,False,False,True
1,1.0,3.0,2.0,1.0,2.0,True,False,False
1,2.0,2.0,1.0,1.0,2.0,True,False,False
1,1.0,3.0,1.0,1.0,1.0,True,False,False
1,2.0,3.0,1.0,1.0,3.0,True,False,False
0,2.0,4.0,1.0,1.0,4.0,True,False,False
1,1.0,1.0,1.0,1.0,4.0,True,False,False
0,2.0,3.0,1.0,2.0,3.0,False,False,True
1,2.0,3.0,2.0,2.0,3.0,False,False,True
0,2.0,1.0,2.0,2.0,4.0,True,False,False
1,2.0,3.0,2.0,1.0,3.0,True,False,False
